0,1,2,3,4,5,6
739,MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),Ranga Reddy,CIV,14,"125,000"
740,MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),Ranga Reddy,CSE,20,"125,000"
741,MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),Ranga Reddy,ECE,20,"125,000"
742,MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),Ranga Reddy,EEE,13,"125,000"
743,MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),Ranga Reddy,INF,20,"125,000"
744,MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),Ranga Reddy,MEC,13,"125,000"
745,NAWB,NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH,Hyderabad,CIC,12,"73,000"
746,NAWB,NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH,Hyderabad,CIV,9,"73,000"
747,NAWB,NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH,Hyderabad,CSD,3,"73,000"
748,NAWB,NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH,Hyderabad,CSE,6,"73,000"
749,NAWB,NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH,Hyderabad,CSM,12,"73,000"
750,NAWB,NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH,Hyderabad,ECE,6,"73,000"
751,NAWB,NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH,Hyderabad,INF,6,"73,000"
752,NAWB,NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH,Hyderabad,MEC,6,"73,000"
753,NCOP,NALANDA COLLEGE OF PHARMACY,Nalgonda,PHM,11,"55,000"
754,NGIT,NEIL GOGTE INST OF TECHNOLOGY,Medchal,CSE,19,"70,000"
755,NGIT,NEIL GOGTE INST OF TECHNOLOGY,Medchal,CSM,14,"70,000"
756,NGMA,NIGAMA ENGINEERING COLLEGE,Karimnagar,CSE,6,"47,000"
757,NGMA,NIGAMA ENGINEERING COLLEGE,Karimnagar,CSM,7,"47,000"
758,NGMA,NIGAMA ENGINEERING COLLEGE,Karimnagar,ECE,6,"47,000"
759,NGMA,NIGAMA ENGINEERING COLLEGE,Karimnagar,EEE,7,"47,000"
760,NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,Yadadri Bhuvanagiri,CIV,3,"42,000"
761,NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,Yadadri Bhuvanagiri,CSE,7,"42,000"
762,NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,Yadadri Bhuvanagiri,ECE,4,"42,000"
763,NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,Yadadri Bhuvanagiri,EEE,6,"42,000"
764,NIPH,NETAJI INST OF PHARM SCI,Hanmakonda,PHM,7,"50,000"
765,NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),Medchal,CIV,3,"83,000"
766,NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),Medchal,CSD,6,"83,000"
767,NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),Medchal,CSE,20,"83,000"
768,NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),Medchal,CSM,7,"83,000"
769,NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),Medchal,ECE,20,"83,000"
770,NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),Medchal,EEE,3,"83,000"
771,NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),Medchal,INF,7,"83,000"
772,NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),Medchal,MEC,3,"83,000"
773,NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),Medchal,PHM,11,"75,000"
774,NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CIV,6,"68,000"
775,NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSC,7,"68,000"
776,NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSD,7,"68,000"
777,NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSE,20,"68,000"
778,NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSM,7,"68,000"
779,NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,ECE,13,"68,000"
780,NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,EEE,7,"68,000"
781,NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,MEC,6,"68,000"
782,NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,AID,6,"86,000"
783,NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CIV,7,"86,000"
784,NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSE,20,"86,000"
785,NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSM,13,"86,000"
786,NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,ECE,20,"86,000"
787,NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,EEE,6,"86,000"
788,NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),Medchal,MEC,7,"86,000"
789,NTJP,NETHAJI INSTT OF PHARM SCI,Yadadri Bhuvanagiri,PHM,7,"45,000"
790,OMGP,OMEGA COLLEGE OF PHARMACY,Medchal,PHM,11,"45,000"
791,OUCE,O U COLLEGE OF ENGG Hyderabad,Hyderabad,BME,9,"35,000"
792,OUCE,O U COLLEGE OF ENGG Hyderabad,Hyderabad,CIV,8,"35,000"
793,OUCE,O U COLLEGE OF ENGG Hyderabad,Hyderabad,CSE,14,"35,000"
794,OUCE,O U COLLEGE OF ENGG Hyderabad,Hyderabad,ECE,10,"35,000"
795,OUCE,O U COLLEGE OF ENGG Hyderabad,Hyderabad,EEE,12,"35,000"
796,OUCE,O U COLLEGE OF ENGG Hyderabad,Hyderabad,MEC,14,"35,000"
797,OUCESF,O U COLLEGE OF ENGG Hyderabad - SELF FINANCE,Hyderabad,AIM,7,"120,000"
798,OUCESF,O U COLLEGE OF ENGG Hyderabad - SELF FINANCE,Hyderabad,MIN,22,"100,000"
799,OUCT,O U COLLEGE OF TECH Hyderabad,Hyderabad,CHE,6,"35,000"
800,OUCT,O U COLLEGE OF TECH Hyderabad,Hyderabad,TEX,8,"35,000"
801,OUCTSF,O U COLLEGE OF TECH Hyderabad - SELF FINANCE,Hyderabad,TEX,22,"70,000"
802,PALV,PALLAVI ENGINEERING COLLEGE,Ranga Reddy,CIV,6,"50,000"
803,PALV,PALLAVI ENGINEERING COLLEGE,Ranga Reddy,CSC,7,"50,000"
804,PALV,PALLAVI ENGINEERING COLLEGE,Ranga Reddy,CSD,6,"50,000"
805,PALV,PALLAVI ENGINEERING COLLEGE,Ranga Reddy,CSE,14,"50,000"
806,PALV,PALLAVI ENGINEERING COLLEGE,Ranga Reddy,ECE,6,"50,000"
807,PALV,PALLAVI ENGINEERING COLLEGE,Ranga Reddy,EEE,7,"50,000"
808,PATH,PATHFINDER INST OF PHARM EDN AND RES,Hanmakonda,PHM,9,"50,000"
809,PCOP,PRINCETON COLLEGE OF PHARMACY,Medchal,PHM,11,"60,000"
810,PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,Medchal,CIV,6,"62,000"
811,PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,Medchal,CSC,7,"62,000"
812,PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,Medchal,CSD,6,"62,000"
813,PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,Medchal,CSE,14,"62,000"
814,PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,Medchal,CSM,6,"62,000"
815,PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,Medchal,ECE,7,"62,000"
816,PIPS,PRATHISHTA INST OF PHARM SCI,Suryapet,PHM,11,"45,000"
817,PLMU,PALAMUR UNIVERSITY,Mahabubnagar,PHM,15,"30,000"
818,PNRP,PRATAB NARENDAR REDDY COLL OF PHARMACY,Ranga Reddy,PHM,7,"45,000"
819,PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,Khammam,AID,6,"50,000"
820,PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,Khammam,CSE,13,"50,000"
821,PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,Khammam,CSM,7,"50,000"
822,PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,Khammam,ECE,7,"50,000"
823,PULI,PULIPATI PRASAD COLL OF PHARM SCI,Khammam,PHM,7,"60,000"
824,PURD,PULLA REDDY INST OF PHARMACY DINDIGUL,Medchal,PHM,11,"60,000"
825,RBVW,R B V R R WOMENS COLLEGE OF PHARMACY,Hyderabad,PHM,11,"65,000"
826,RITW,RISHI MS INST OF ENGG AND TECH FOR WOMEN,Medchal,CSE,19,"60,000"
827,RITW,RISHI MS INST OF ENGG AND TECH FOR WOMEN,Medchal,ECE,7,"60,000"
828,RITW,RISHI MS INST OF ENGG AND TECH FOR WOMEN,Medchal,INF,7,"60,000"
829,SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,Khammam,CSE,6,"62,000"
830,SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,Khammam,CSM,7,"62,000"
831,SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,Khammam,ECE,6,"62,000"
832,SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,Khammam,EEE,7,"62,000"
833,SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,Khammam,MEC,7,"62,000"
834,SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,Khammam,CIV,6,"66,700"
835,SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,Khammam,CSE,20,"66,700"
836,SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,Khammam,ECE,20,"66,700"
837,SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,Khammam,EEE,7,"66,700"
838,SCET,SHADHAN COLL OF ENGINEERING AND TECHNOLOGY,Ranga Reddy,AID,6,"45,000"
839,SCET,SHADHAN COLL OF ENGINEERING AND TECHNOLOGY,Ranga Reddy,AIM,6,"45,000"
840,SCET,SHADHAN COLL OF ENGINEERING AND TECHNOLOGY,Ranga Reddy,CIV,6,"45,000"
841,SCET,SHADHAN COLL OF ENGINEERING AND TECHNOLOGY,Ranga Reddy,CSE,18,"45,000"
842,SCET,SHADHAN COLL OF ENGINEERING AND TECHNOLOGY,Ranga Reddy,ECE,6,"45,000"
843,SCET,SHADHAN COLL OF ENGINEERING AND TECHNOLOGY,Ranga Reddy,EEE,6,"45,000"
844,SCET,SHADHAN COLL OF ENGINEERING AND TECHNOLOGY,Ranga Reddy,INF,6,"45,000"
845,SCET,SHADHAN COLL OF ENGINEERING AND TECHNOLOGY,Ranga Reddy,MEC,6,"45,000"
846,SCOP,SHADAN COLLEGE OF PHARMACY,Ranga Reddy,PHM,10,"50,000"
847,SCTP,SCIENT INST OF PHARMACY,Ranga Reddy,PHM,11,"56,000"
848,SDCP,SURABHI DAYAKAR RAO COLLEGE OF PHARMACY,Siddipet,PHM,7,"50,000"
849,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,Ranga Reddy,CIV,13,"82,000"
850,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,Ranga Reddy,CSB,6,"82,000"
851,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,Ranga Reddy,CSE,27,"82,000"
852,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,Ranga Reddy,CSI,6,"82,000"
853,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,Ranga Reddy,CSM,7,"82,000"
854,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,Ranga Reddy,ECE,13,"82,000"
855,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,Ranga Reddy,EEE,13,"82,000"
856,SDES,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,Ranga Reddy,MEC,7,"82,000"
857,SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,Ranga Reddy,CSE,26,"85,000"
858,SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,Ranga Reddy,ECE,26,"85,000"
859,SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,Ranga Reddy,INF,14,"85,000"
860,SDGI,SREE DATTHA GRP OF INSTNS,Ranga Reddy,CSC,6,"70,000"
861,SDGI,SREE DATTHA GRP OF INSTNS,Ranga Reddy,CSD,7,"70,000"
862,SDGI,SREE DATTHA GRP OF INSTNS,Ranga Reddy,CSE,13,"70,000"
863,SDGI,SREE DATTHA GRP OF INSTNS,Ranga Reddy,ECE,7,"70,000"
864,SDGI,SREE DATTHA GRP OF INSTNS,Ranga Reddy,EEE,6,"70,000"
865,SDGI,SREE DATTHA GRP OF INSTNS,Ranga Reddy,MEC,7,"70,000"
866,SDIP,SREE DATTHA INSTITUTE OF PHARMACY,Ranga Reddy,PHM,11,"75,000"
867,SHIP,SAHASRA INST OF PHARM SCI,Warangal,PHM,7,"40,000"
868,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,Ranga Reddy,CIV,13,"56,000"
869,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,Ranga Reddy,CSD,6,"56,000"
870,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,Ranga Reddy,CSE,20,"56,000"
871,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,Ranga Reddy,CSM,7,"56,000"
872,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,Ranga Reddy,ECE,13,"56,000"
873,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,Ranga Reddy,EEE,13,"56,000"
874,SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,Ranga Reddy,MEC,7,"56,000"
875,SIPC,SIDDHARTHA INSTITUTE OF PHARMACY,Medchal,PHM,11,"60,000"
876,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,Medchal,CIV,3,"63,000"
877,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,Medchal,CSC,3,"63,000"
878,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,Medchal,CSD,7,"63,000"
879,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,Medchal,CSE,13,"63,000"
880,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,Medchal,CSM,13,"63,000"
881,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,Medchal,CSO,7,"63,000"
882,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,Medchal,CSW,6,"63,000"
883,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,Medchal,ECE,7,"63,000"
884,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,Medchal,EEE,3,"63,000"
885,SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,Medchal,MEC,4,"63,000"
886,SKIH,SRI KAKATIYA INST OF PHARM SCI,Hanmakonda,PHM,9,"45,000"
887,SMCD,ST MARYS ENGINEERING COLLEGE,Yadadri Bhuvanagiri,CSC,12,"50,000"
888,SMCD,ST MARYS ENGINEERING COLLEGE,Yadadri Bhuvanagiri,CSD,18,"50,000"
889,SMCD,ST MARYS ENGINEERING COLLEGE,Yadadri Bhuvanagiri,CSM,18,"50,000"
890,SMED,ST MARYS GROUP OF INSTITUTIONS,Yadadri Bhuvanagiri,CSC,12,"60,000"
891,SMED,ST MARYS GROUP OF INSTITUTIONS,Yadadri Bhuvanagiri,CSD,18,"60,000"
892,SMED,ST MARYS GROUP OF INSTITUTIONS,Yadadri Bhuvanagiri,CSE,12,"60,000"
893,SMED,ST MARYS GROUP OF INSTITUTIONS,Yadadri Bhuvanagiri,CSM,18,"60,000"
894,SMED,ST MARYS GROUP OF INSTITUTIONS,Yadadri Bhuvanagiri,PHM,10,"60,000"
895,SMPS,STMARYS COLLEGE OF PHARMACY,Hyderabad,PHM,11,"60,000"
896,SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,Medchal,CIV,6,"62,000"
897,SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,Medchal,CSD,7,"62,000"
898,SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,Medchal,CSE,6,"62,000"
899,SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,Medchal,CSM,7,"62,000"
900,SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,Medchal,ECE,13,"62,000"
901,SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,Medchal,EEE,7,"62,000"
902,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,Medchal,CIV,6,"130,000"
903,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,Medchal,CSC,7,"130,000"
904,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,Medchal,CSD,7,"130,000"
905,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,Medchal,CSE,33,"130,000"
906,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,Medchal,CSM,7,"130,000"
907,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,Medchal,CSO,7,"130,000"
908,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,Medchal,ECE,46,"130,000"
909,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,Medchal,ECM,13,"130,000"
910,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,Medchal,EEE,13,"130,000"
911,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,Medchal,INF,27,"130,000"
912,SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,Medchal,MEC,19,"130,000"
913,SNTI,SCIENT INSTITUTE OF TECHNOLOGY,Ranga Reddy,CSE,13,"58,000"
914,SNTI,SCIENT INSTITUTE OF TECHNOLOGY,Ranga Reddy,ECE,6,"58,000"
915,SNTI,SCIENT INSTITUTE OF TECHNOLOGY,Ranga Reddy,EEE,7,"58,000"
916,SNVM,S N VANITHA PHARMACY MAHA VIDYALAYA,Hyderabad,PHM,11,"95,000"
917,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,AID,6,"75,000"
918,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CIV,7,"75,000"
919,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSE,20,"75,000"
920,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSG,6,"75,000"
921,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,CSM,14,"75,000"
922,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,ECE,14,"75,000"
923,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,EEE,6,"75,000"
924,SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),Medchal,INF,13,"75,000"
925,SPHN,SPHOORTHY ENGINEERING COLLEGE,Ranga Reddy,CSC,13,"72,000"
926,SPHN,SPHOORTHY ENGINEERING COLLEGE,Ranga Reddy,CSD,13,"72,000"
927,SPHN,SPHOORTHY ENGINEERING COLLEGE,Ranga Reddy,CSM,20,"72,000"
928,SPHN,SPHOORTHY ENGINEERING COLLEGE,Ranga Reddy,CSO,13,"72,000"
929,SPKG,SAMSKRUTHI COLLEGE OF PHARMACY,Medchal,PHM,11,"62,000"
930,SPLP,STPAULS COLLEGE OF PHARMACY,Ranga Reddy,PHM,11,"55,000"
931,SPOP,ST PETERS INSTITUTE OF PHARMACEUTICAL SCI,Hanmakonda,PHM,11,"52,000"
932,SRCP,S R R COLLEGE OF PHARMACEUTICAL SCIS,Hanmakonda,PHM,7,"45,000"
933,SREE,SREE COLLEGE OF PHARMACY,Kothagudem,PHM,9,"60,000"
934,SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),Hanmakonda,CIV,13,"115,000"
935,SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),Hanmakonda,CSE,20,"115,000"
936,SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),Hanmakonda,ECE,19,"115,000"
937,SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),Hanmakonda,EEE,14,"115,000"
938,SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),Hanmakonda,MEC,13,"115,000"
939,SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,Hanmakonda,CSC,6,"65,000"
940,SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,Hanmakonda,CSD,7,"65,000"
941,SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,Hanmakonda,CSE,13,"65,000"
942,SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,Hanmakonda,CSM,13,"65,000"
943,SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,Hanmakonda,ECE,14,"65,000"
944,SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,CIV,6,"81,000"
945,SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,CSD,13,"81,000"
946,SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,CSE,27,"81,000"
947,SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,CSM,13,"81,000"
948,SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,ECE,13,"81,000"
949,SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),Medchal,MEC,7,"81,000"
950,SSJP,S S J COLLEGE OF PHARMACY,Ranga Reddy,PHM,11,"65,000"
951,SSRP,SMT SAROJINI RAMULAMMA COLLEGE OF PHARMACY,Mahabubnagar,PHM,7,"45,000"
952,STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),Hyderabad,AID,6,"78,000"
953,STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),Hyderabad,CME,7,"78,000"
954,STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),Hyderabad,CSE,20,"78,000"
955,STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),Hyderabad,ECE,13,"78,000"
956,STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),Hyderabad,EEE,6,"78,000"
957,STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),Hyderabad,INF,14,"78,000"
958,SUUP,SULTAN UL-ULOOM COLLEGE OF PHARMACY,Hyderabad,PHM,10,"98,000"
959,SVES,SRI VENKATESWARA ENGINEERING COLLEGE,Suryapet,CIV,6,"50,000"
960,SVES,SRI VENKATESWARA ENGINEERING COLLEGE,Suryapet,CSE,7,"50,000"
961,SVES,SRI VENKATESWARA ENGINEERING COLLEGE,Suryapet,ECE,7,"50,000"
962,SVES,SRI VENKATESWARA ENGINEERING COLLEGE,Suryapet,EEE,7,"50,000"
963,SVES,SRI VENKATESWARA ENGINEERING COLLEGE,Suryapet,MEC,3,"50,000"
964,SVHU,SATAVAHANA UNIVERSITY,Karimnagar,PHM,20,"10,000"
965,SVHUSF,SATAVAHANA UNIVERSITY - SELF FINANCE,Karimnagar,PHM,9,"31,000"
966,SVIP,SWAMI VIVEKANANDA INST OF PHARM SCI,Yadadri Bhuvanagiri,PHM,7,"45,000"
967,SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,Hyderabad,CSC,13,"79,350"
968,SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,Hyderabad,CSD,13,"79,350"
969,SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,Hyderabad,CSM,13,"79,350"
970,SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,Hyderabad,CSO,14,"79,350"
971,SVNP,SRI SHIVANI COLLEGE OF PHARM,Hanmakonda,PHM,9,"40,000"
972,SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,Hanmakonda,CIV,13,"60,000"
973,SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,Hanmakonda,CSE,13,"60,000"
974,SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,Hanmakonda,CSM,7,"60,000"
975,SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,Hanmakonda,ECE,13,"60,000"
976,SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,Hanmakonda,EEE,13,"60,000"
977,SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,Hanmakonda,MEC,7,"60,000"
978,SVSP,SVS GRP OF INSTNS - SVS INST OF PHARMACY,Hanmakonda,PHM,11,"45,000"
979,SWCP,SHADHAN WOMENS COLL OF PHARM,Hyderabad,PHM,10,"45,000"
980,SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,Hyderabad,AID,6,"45,000"
981,SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,Hyderabad,CSE,18,"45,000"
982,SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,Hyderabad,ECE,6,"45,000"
983,SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,Hyderabad,EEE,6,"45,000"
984,SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,Hyderabad,INF,12,"45,000"
985,TALP,TALLA PADMAVATHI COLLEGE OF PHARMACY,Hanmakonda,PHM,11,"65,000"
986,TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,Peddapalli,AIM,6,"50,000"
987,TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,Peddapalli,CSE,7,"50,000"
988,TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,Peddapalli,ECE,6,"50,000"
989,TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,Peddapalli,EEE,14,"50,000"
990,TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,Karimnagar,AIM,6,"52,000"
991,TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,Karimnagar,CSE,7,"52,000"
